Type,Path,Relative Path,Size,Created,Modified
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/logic/commands.py,app/logic/commands.py,0,2025-06-13T15:35:17.775438,2025-06-12T21:51:58.455813
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/logic/user_flow.py,app/logic/user_flow.py,0,2025-06-13T15:35:17.778439,2025-06-12T21:51:58.525431
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/memory/memory_engine.py,app/memory/memory_engine.py,852,2025-06-13T15:35:17.807231,2025-06-12T21:51:58.593047
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/systems/linux_tools.py,app/systems/linux_tools.py,0,2025-06-13T15:35:17.831878,2025-06-12T21:51:58.622846
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/systems/sync_core.py,app/systems/sync_core.py,0,2025-06-13T15:35:17.836642,2025-06-12T21:51:58.668365
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/systems/windows_tools.py,app/systems/windows_tools.py,0,2025-06-13T15:35:17.839644,2025-06-12T21:51:58.729063
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/.env,backend/.env,235,2025-06-13T15:35:17.873189,2025-06-11T18:09:28.106730
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/ai_integration.py,backend/ai_integration.py,4541,2025-06-13T15:35:17.877192,2025-06-12T21:51:59.104471
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/app.py,backend/app.py,642,2025-06-13T15:35:17.880191,2025-06-12T21:51:59.201672
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/commands,backend/commands,,2025-06-13T15:35:17.886194,2025-06-12T21:51:59.587113
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/requirements.txt,backend/requirements.txt,471,2025-06-13T15:35:17.927131,2025-06-11T18:09:28.311961
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/commands/help_me.py,backend/commands/help_me.py,4417,2025-06-13T15:35:17.892136,2025-06-12T21:51:59.299939
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/commands/toggle_commands.py,backend/commands/toggle_commands.py,2944,2025-06-13T15:35:17.895135,2025-06-12T21:51:59.432648
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/backend/commands/__init__.py,backend/commands/__init__.py,0,2025-06-13T15:35:17.901151,2025-06-12T21:51:59.538236
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/commands,cli/commands,,2025-06-13T22:20:54.587933,2025-06-13T22:20:54.587933
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/correct_input.py,cli/correct_input.py,772,2025-06-13T15:35:17.990417,2025-06-13T14:03:52.400930
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:,cli/C:,,2025-06-13T15:35:17.993204,2025-06-12T19:20:09.271721
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup,cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup,,2025-06-13T16:53:50.290742,2025-06-13T16:53:50.290742
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/deploy_tools.py,cli/deploy_tools.py,274,2025-06-13T15:35:18.111761,2025-06-12T13:01:20.309522
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/glossary_sync.py,cli/glossary_sync.py,796,2025-06-13T15:35:18.119982,2025-06-12T13:08:44.743357
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/help.py,cli/help.py,2073,2025-06-13T15:35:18.126989,2025-06-13T01:41:16.202649
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/learn_mode.py,cli/learn_mode.py,791,2025-06-13T15:35:18.134825,2025-06-12T12:59:17.227956
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/order_manager.py,cli/order_manager.py,1475,2025-06-13T15:35:18.140833,2025-06-12T13:57:18.421727
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/plain_knowledge.py,cli/plain_knowledge.py,3823,2025-06-13T15:35:18.146829,2025-06-12T13:35:43.820634
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/report.py,cli/report.py,564,2025-06-13T22:01:02.208430,2025-06-13T22:01:02.208430
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/report_project.py,cli/report_project.py,4602,2025-06-13T22:27:01.817733,2025-06-13T22:27:01.817733
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/see_monitor.py,cli/see_monitor.py,1504,2025-06-13T15:35:18.160552,2025-06-12T14:05:50.695749
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/slick_cli.py,cli/slick_cli.py,2010,2025-06-13T15:35:18.170917,2025-06-13T11:21:05.819531
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/slick_start.py,cli/slick_start.py,4032,2025-06-13T21:40:43.387056,2025-06-13T21:40:43.387056
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/slick_stop.py,cli/slick_stop.py,1486,2025-06-13T21:41:25.666338,2025-06-13T21:41:25.666338
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/status.py,cli/status.py,304,2025-06-13T15:35:18.176914,2025-06-13T01:35:47.156929
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/step_trainer.py,cli/step_trainer.py,2221,2025-06-13T15:35:18.184915,2025-06-12T13:51:25.881559
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/sync_vscode.py,cli/sync_vscode.py,872,2025-06-13T15:35:18.188908,2025-06-13T11:54:26.251867
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/tools.py,cli/tools.py,345,2025-06-13T15:35:18.191267,2025-06-12T13:02:43.904134
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/__init__,cli/__init__,1245,2025-06-13T15:35:18.195266,2025-06-12T20:28:19.505011
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/commands/report.py,cli/commands/report.py,239,2025-06-13T22:21:03.369443,2025-06-13T22:21:03.369443
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:/Users,cli/C:/Users,,2025-06-13T15:35:18.002279,2025-06-12T19:20:09.281261
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:/Users/slick,cli/C:/Users/slick,,2025-06-13T15:35:18.007277,2025-06-12T19:20:09.289587
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:/Users/slick/OneDrive,cli/C:/Users/slick/OneDrive,,2025-06-13T15:35:18.013280,2025-06-12T19:20:09.302900
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:/Users/slick/OneDrive/Desktop,cli/C:/Users/slick/OneDrive/Desktop,,2025-06-13T15:35:18.026656,2025-06-12T19:20:09.317738
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:/Users/slick/OneDrive/Desktop/slick_ai_system,cli/C:/Users/slick/OneDrive/Desktop/slick_ai_system,,2025-06-13T15:35:18.042071,2025-06-12T19:20:09.333325
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1435.csv,cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1435.csv,3036,2025-06-13T15:35:18.104758,2025-06-13T14:35:27.212516
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1604.csv,cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1604.csv,3370,2025-06-13T16:04:23.097914,2025-06-13T16:04:23.097914
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1653.csv,cli/C:\Users\slick\OneDrive\Desktop\slick_ai_system\backup/project_report_20250613_1653.csv,3547,2025-06-13T16:53:50.298388,2025-06-13T16:53:50.298388
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cognitive/interest_enhancer.py,cognitive/interest_enhancer.py,501,2025-06-13T15:35:18.222665,2025-06-11T23:07:42.828068
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cognitive/learning_adapter.py,cognitive/learning_adapter.py,756,2025-06-13T15:35:18.226664,2025-06-11T23:07:42.575643
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/cognitive/__init__.py,cognitive/__init__.py,24,2025-06-13T15:35:18.229039,2025-06-11T23:07:42.363058
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/command_registry.csv,config/command_registry.csv,250,2025-06-13T15:35:18.242367,2025-06-11T18:04:37.635065
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/preferences_loader.py,config/preferences_loader.py,726,2025-06-13T15:35:18.245370,2025-06-11T23:07:37.758439
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/profile_loader.py,config/profile_loader.py,1462,2025-06-13T15:35:18.250519,2025-06-11T23:07:37.137945
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/settings.py,config/settings.py,431,2025-06-13T15:35:18.254172,2025-06-13T00:30:57.631952
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/slick_env_config.csv,config/slick_env_config.csv,447,2025-06-13T15:35:18.258179,2025-06-12T19:54:43.511364
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/config/__init__.py,config/__init__.py,28,2025-06-13T15:35:18.261176,2025-06-11T23:07:35.864650
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models,core/ai_models,,2025-06-13T15:35:18.275854,2025-06-12T21:54:47.525062
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_system.py,core/ai_system.py,2604,2025-06-13T15:35:18.329203,2025-06-11T18:12:18.397956
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine,core/cognitive_engine,,2025-06-13T15:35:18.333915,2025-06-13T00:53:46.321108
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/command_system.py,core/command_system.py,1848,2025-06-13T15:35:18.396550,2025-06-11T18:10:45.505609
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/system_initializer.py,core/system_initializer.py,690,2025-06-13T15:35:18.405728,2025-06-11T23:07:34.811435
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/__init__.py,core/__init__.py,30,2025-06-13T15:35:18.409722,2025-06-11T23:07:34.672748
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/ai_api.py,core/ai_models/ai_api.py,157,2025-06-13T15:35:18.286638,2025-06-02T19:36:39.886080
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_BEHAVIOR.py,core/ai_models/AI_BEHAVIOR.py,2918,2025-06-13T15:35:18.290632,2025-06-11T18:09:29.144695
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_BEHAVIOR_EXT.py,core/ai_models/AI_BEHAVIOR_EXT.py,1713,2025-06-13T15:35:18.293639,2025-06-11T18:09:28.507706
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_DIALOGUE_EXT.py,core/ai_models/AI_DIALOGUE_EXT.py,2632,2025-06-13T15:35:18.296641,2025-06-11T18:09:29.629604
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_EMOTION.py,core/ai_models/AI_EMOTION.py,1058,2025-06-13T15:35:18.303340,2025-06-11T18:09:28.994100
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_EVENTBUS.py,core/ai_models/AI_EVENTBUS.py,1762,2025-06-13T15:35:18.306076,2025-06-11T18:09:29.781587
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_INTEGRATION.py,core/ai_models/AI_INTEGRATION.py,3866,2025-06-13T15:35:18.309077,2025-06-11T18:09:28.581309
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_MODEL.py,core/ai_models/AI_MODEL.py,2166,2025-06-13T15:35:18.313080,2025-06-11T18:09:28.661110
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/AI_TASKSCHEDULER.py,core/ai_models/AI_TASKSCHEDULER.py,1411,2025-06-13T15:35:18.317480,2025-06-11T18:09:28.768161
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/openai_bridge.py,core/ai_models/openai_bridge.py,314,2025-06-13T15:35:18.322202,2025-06-12T04:04:36.505918
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/ai_models/Slick_AI_Command_Ineterface.py,core/ai_models/Slick_AI_Command_Ineterface.py,0,2025-06-13T15:35:18.325203,2025-06-12T20:19:33.546508
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/core.py,core/cognitive_engine/core.py,5612,2025-06-13T15:35:18.342544,2025-06-13T00:50:20.917703
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/cosmic_resolution.py,core/cognitive_engine/cosmic_resolution.py,227,2025-06-13T15:35:18.346143,2025-06-13T00:30:57.582625
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/fix_imports.py,core/cognitive_engine/fix_imports.py,616,2025-06-13T15:35:18.354062,2025-06-13T00:53:46.541025
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/galactic_integration.py,core/cognitive_engine/galactic_integration.py,733,2025-06-13T15:35:18.358059,2025-06-13T00:52:27.649720
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/logic_unit.py,core/cognitive_engine/logic_unit.py,5334,2025-06-13T15:35:18.365749,2025-06-11T18:09:30.043739
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/core/cognitive_engine/__init__.py,core/cognitive_engine/__init__.py,0,2025-06-13T15:35:18.371927,2025-06-13T00:49:32.901829
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/ai_preferences_details.csv,data/ai_preferences_details.csv,215,2025-06-13T15:35:18.441594,2025-06-11T23:07:47.175280
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/chatgpt.csv,data/chatgpt.csv,2126,2025-06-13T15:35:18.446591,2025-06-11T21:47:27.599319
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/memory_log.json,data/memory_log.json,3,2025-06-13T15:35:18.453542,2025-06-02T19:00:58.275176
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/memory_nodes.csv,data/memory_nodes.csv,209,2025-06-13T15:35:18.456538,2025-06-11T23:07:47.229956
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/profile_details.csv,data/profile_details.csv,357,2025-06-13T15:35:18.460536,2025-06-11T23:07:47.450845
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/slick_chatgpt.csv,data/slick_chatgpt.csv,1018,2025-06-13T15:35:18.464537,2025-06-11T19:41:34.146716
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/slick_upgrade.csv,data/slick_upgrade.csv,24506,2025-06-13T15:35:18.471273,2025-06-11T18:04:35.202780
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/data/snapshot_config.json,data/snapshot_config.json,881,2025-06-13T15:35:18.475267,2025-06-11T23:07:47.520976
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/deployment/preflight_checks.py,deployment/preflight_checks.py,863,2025-06-13T16:35:48.721607,2025-06-13T16:35:48.721607
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/help_files,docs/help_files,,2025-06-13T15:35:18.493730,2025-06-13T12:05:53.711686
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/README_SLICK_AI.md,docs/README_SLICK_AI.md,287,2025-06-13T15:35:18.508433,2025-06-11T18:09:36.897901
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/docs/help_files/flow_chart1.py,docs/help_files/flow_chart1.py,3500,2025-06-13T17:20:13.915613,2025-06-13T17:20:13.915613
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/logic_core.py,engine/logic_core.py,1691,2025-06-13T15:35:18.521269,2025-06-11T23:07:43.978834
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/preference_applier.py,engine/preference_applier.py,730,2025-06-13T15:35:18.526272,2025-06-11T23:07:44.213817
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/engine/__init__.py,engine/__init__.py,18,2025-06-13T15:35:18.529272,2025-06-11T23:07:43.796662
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/api,interface/api,,2025-06-13T15:35:18.556136,2025-06-11T23:48:35.340123
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/voice_integration.py,interface/voice_integration.py,973,2025-06-13T15:35:18.579991,2025-06-11T23:07:43.455040
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/__init__.py,interface/__init__.py,25,2025-06-13T15:35:18.585676,2025-06-11T23:07:43.158812
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/interface/api/routes.py,interface/api/routes.py,200,2025-06-13T15:35:18.563131,2025-06-11T18:10:48.669937
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/api.py,knowledge/api.py,1650,2025-06-13T15:35:18.596413,2025-06-13T13:42:01.949069
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/core.py,knowledge/core.py,7430,2025-06-13T15:35:18.601962,2025-06-13T13:38:36.319660
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/input_corrector.py,knowledge/input_corrector.py,2058,2025-06-13T15:35:18.606065,2025-06-13T13:39:56.230891
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/learning.py,knowledge/learning.py,2570,2025-06-13T15:35:18.610091,2025-06-13T13:45:35.367818
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/spell_checker.py,knowledge/spell_checker.py,4260,2025-06-13T15:35:18.613109,2025-06-13T13:41:27.719092
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/knowledge/think_sessions_processor.py,knowledge/think_sessions_processor.py,2063,2025-06-13T17:25:10.638690,2025-06-13T17:25:10.638690
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_core.py,memory/memory_core.py,3029,2025-06-13T15:35:18.626836,2025-06-11T23:07:41.070175
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_integration.py,memory/memory_integration.py,1144,2025-06-13T15:35:18.629837,2025-06-11T23:07:41.242666
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/memory_node.py,memory/memory_node.py,14123,2025-06-13T15:35:18.635363,2025-06-11T18:09:35.420696
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think,memory/Think,,2025-06-13T19:37:50.969004,2025-06-13T19:37:50.969004
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/version_history.json,memory/version_history.json,476,2025-06-13T15:35:18.693082,2025-06-13T11:46:11.454234
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/__init__.py,memory/__init__.py,22,2025-06-13T15:35:18.695529,2025-06-11T23:07:40.663054
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session1.txt,memory/Think/Think_session1.txt,18264,2025-06-13T15:35:18.645718,2025-06-12T21:15:06.797579
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session10.txt,memory/Think/Think_session10.txt,12378,2025-06-13T15:35:18.650674,2025-06-13T10:51:26.216210
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session11.txt,memory/Think/Think_session11.txt,12533,2025-06-13T15:35:18.656117,2025-06-13T12:03:14.459001
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session12.txt,memory/Think/Think_session12.txt,16092,2025-06-13T19:37:50.753164,2025-06-13T12:27:36.324779
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session13.txt,memory/Think/Think_session13.txt,950,2025-06-13T19:37:50.773151,2025-06-13T13:04:42.273108
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session14.txt,memory/Think/Think_session14.txt,1045,2025-06-13T19:37:50.791159,2025-06-13T13:33:59.799101
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session15.txt,memory/Think/Think_session15.txt,906,2025-06-13T19:37:50.808862,2025-06-13T13:57:31.548963
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/THink_session16.txt,memory/Think/THink_session16.txt,13474,2025-06-13T19:37:50.827312,2025-06-13T14:51:51.438187
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session17.txt,memory/Think/Think_session17.txt,11554,2025-06-13T19:37:50.847307,2025-06-13T16:15:49.559262
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session18.txt,memory/Think/Think_session18.txt,7018,2025-06-13T19:37:50.866932,2025-06-13T16:22:21.664530
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session19.txt,memory/Think/Think_session19.txt,5088,2025-06-13T19:37:51.145589,2025-06-13T16:50:41.074586
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session2.txt,memory/Think/Think_session2.txt,28898,2025-06-13T15:35:18.660109,2025-06-12T23:54:12.858553
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session20.txt,memory/Think/Think_session20.txt,7749,2025-06-13T19:37:51.150421,2025-06-13T17:21:43.296990
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session22.txt,memory/Think/Think_session22.txt,5836,2025-06-13T19:37:50.952006,2025-06-13T19:05:29.557876
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session24.txt,memory/Think/Think_session24.txt,10210,2025-06-13T19:37:50.969004,2025-06-13T19:19:17.758921
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session3.txt,memory/Think/Think_session3.txt,3383,2025-06-13T15:35:18.663390,2025-06-12T23:57:41.040530
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session4.txt,memory/Think/Think_session4.txt,49694,2025-06-13T15:35:18.669766,2025-06-13T00:16:42.728863
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session5.txt,memory/Think/Think_session5.txt,9777,2025-06-13T15:35:18.672764,2025-06-13T00:23:33.738738
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session6.txt,memory/Think/Think_session6.txt,6964,2025-06-13T15:35:18.676521,2025-06-13T00:39:18.832633
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session8.txt,memory/Think/Think_session8.txt,16829,2025-06-13T15:35:18.679519,2025-06-13T10:24:57.447747
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_session9.txt,memory/Think/Think_session9.txt,15793,2025-06-13T15:35:18.684100,2025-06-13T10:43:38.389625
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_sessions21.txt,memory/Think/Think_sessions21.txt,17466,2025-06-13T19:37:50.730096,2025-06-13T17:41:24.414238
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/memory/Think/Think_sessions7.txt,memory/Think/Think_sessions7.txt,5749,2025-06-13T15:35:18.689078,2025-06-13T01:27:40.481313
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/mic_input/wo_mic_listener.py,mic_input/wo_mic_listener.py,480,2025-06-13T15:35:18.726109,2025-06-12T04:04:36.418577
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/emotion_processor.py,modules/emotion_processor.py,112,2025-06-13T15:35:18.740668,2025-06-11T23:54:29.274397
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/knowledge_graph.py,modules/knowledge_graph.py,128,2025-06-13T15:35:18.743666,2025-06-11T23:54:29.000093
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/sentiment_analysis.py,modules/sentiment_analysis.py,114,2025-06-13T15:35:18.746361,2025-06-11T23:54:28.861180
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/modules/voice_interface.py,modules/voice_interface.py,119,2025-06-13T15:35:18.751944,2025-06-11T23:54:28.762371
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/Backup.py,scripts/Backup.py,10923,2025-06-13T15:35:18.825832,2025-06-11T18:04:36.759058
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/build_project.py,scripts/build_project.py,8771,2025-06-13T15:35:18.829161,2025-06-11T23:07:14.968760
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/convert_manifest.py,scripts/convert_manifest.py,1510,2025-06-13T15:35:18.835438,2025-06-11T18:10:48.359530
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/extract_slick_ai_components.py,scripts/extract_slick_ai_components.py,2036,2025-06-13T15:35:18.839542,2025-06-11T18:09:33.249105
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/prepare_slick_ai_system.py,scripts/prepare_slick_ai_system.py,4645,2025-06-13T15:35:18.842543,2025-06-11T18:09:35.722501
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/rebuild.py,scripts/rebuild.py,1845,2025-06-13T15:35:18.846542,2025-06-11T22:05:07.937890
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/reorganize_project.py,scripts/reorganize_project.py,5407,2025-06-13T15:35:18.852115,2025-06-11T23:48:13.266472
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/restore_files.py,scripts/restore_files.py,1241,2025-06-13T15:35:18.856119,2025-06-12T03:44:10.990648
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/scripts/sync_system.py,scripts/sync_system.py,1424,2025-06-13T15:35:18.860115,2025-06-13T01:21:14.629889
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/auth,shared/auth,,2025-06-13T16:48:19.146754,2025-06-13T16:48:19.146754
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/shared/security,shared/security,,2025-06-13T17:33:41.662205,2025-06-13T17:33:41.662205
